event_timestamp,provider,model,request_id,user_id,project_id,team_name,workflow_name,agent_name,request_count,input_tokens,output_tokens,total_tokens,estimated_cost,latency_ms,status,environment
2026-06-22T21:22:27.248165,Anthropic,Claude-4-Sonnet,a655a4bd-74bd-480a-944d-776f13be6438,user-1,security-copilot,Platform,Knowledge Search,Support Agent,1,4884,3426,8310,0.0831,2743,success,prod
2026-06-14T08:19:27.248182,Anthropic,Claude-4-Sonnet,e107f8ab-71c6-4a44-9e83-28f1c58f1cce,user-6,developer-portal,Platform,CI/CD Assistant,Support Agent,1,7805,3143,10948,0.10948,1385,success,stage
2026-06-08T23:20:27.248198,Gemini,Gemini-2.5-Flash,ae857c07-8489-4e59-b8e2-f34887b5acf4,user-27,support-assistant,Customer Support,Root Cause Analysis,Security Agent,1,5815,2796,8611,0.08611,4255,success,prod
2026-06-28T12:26:27.248213,Vertex AI,Gemini-on-Vertex,e4308136-a6a9-4b8d-a5ca-645781a4d6fc,user-2,security-copilot,Data Engineering,Documentation,Support Agent,1,1503,3552,5055,0.05055,4691,success,stage
2026-06-01T12:10:27.248228,OpenAI,GPT-4.1,8a19f275-cc8a-4c4b-ae18-aed2ad6ea026,user-21,security-copilot,SRE,Incident Analysis,Platform Agent,1,455,778,1233,0.01233,1189,success,prod
2026-06-01T19:58:27.248244,GitHub Copilot,Copilot-Chat,65089048-d9ea-4c0d-84d0-78ae6edd2984,user-47,incident-platform,Product Engineering,Knowledge Search,Security Agent,1,1159,2695,3854,0.03854,853,success,prod
2026-06-28T14:08:27.248260,Gemini,Gemini-2.5-Pro,31a34c0d-5928-4a69-a12a-a8f9bac3a124,user-25,aiopsvista,SRE,Documentation,Support Agent,1,4508,1497,6005,0.06005,3160,success,stage
2026-06-26T16:04:27.248276,Gemini,Gemini-2.5-Pro,9b14f01f-6715-4e9c-bcbc-a406033d2c7c,user-11,support-assistant,Customer Support,Knowledge Search,Platform Agent,1,1183,234,1417,0.01417,621,success,prod
2026-06-24T06:04:27.248292,Anthropic,Claude-4-Sonnet,8ab90a5d-ff3b-4f7c-83ff-7b85cde67480,user-50,rag-platform,Data Engineering,Root Cause Analysis,Code Assistant,1,2517,3526,6043,0.06043,979,success,prod
2026-06-23T20:44:27.248383,Vertex AI,Gemini-on-Vertex,0e9e160c-6725-4d31-84d5-a612dee0e8c4,user-12,support-assistant,Customer Support,Knowledge Search,Incident Agent,1,2462,202,2664,0.02664,1462,success,stage
2026-06-29T18:08:27.248424,GitHub Copilot,Copilot-Chat,dc6d179b-6fde-40b8-98af-8fd27ea60b6d,user-40,rag-platform,Security,Incident Analysis,Platform Agent,1,3627,3263,6890,0.0689,1259,success,prod
2026-06-29T02:35:27.248444,Gemini,Gemini-2.5-Flash,4be15296-ec58-4874-abbf-2eb77867d0e9,user-23,aiopsvista,Platform,CI/CD Assistant,Incident Agent,1,7602,3509,11111,0.11111,4062,success,prod
2026-06-21T05:07:27.248462,Anthropic,Claude-4-Sonnet,8c3dec5a-ae9e-4dea-9135-1bdbcecdeab7,user-22,aiopsvista,Platform,Incident Analysis,Security Agent,1,5836,3608,9444,0.09444,4910,success,prod
2026-06-26T18:32:27.248478,GitHub Copilot,Copilot-Chat,9f224e73-3373-4d3a-8a56-bd45af65fe95,user-22,developer-portal,Platform,Code Review,FinOps Agent,1,3700,1588,5288,0.05288,670,success,prod
2026-06-17T21:27:27.248495,Anthropic,Claude-4-Sonnet,f27160d3-0889-46fe-bbd8-259d91ca88b6,user-28,support-assistant,Security,Customer Support,FinOps Agent,1,966,1339,2305,0.02305,1138,success,stage
2026-06-13T17:40:27.248511,Anthropic,Claude-4-Sonnet,4605f57a-d08d-43c1-bd93-e76d27b5cdba,user-43,rag-platform,SRE,Incident Analysis,Platform Agent,1,3154,3532,6686,0.06686,2893,success,prod
2026-06-13T08:43:27.248526,Gemini,Gemini-2.5-Pro,509d968b-c0eb-4452-9d7e-b5df4247be0c,user-24,aiopsvista,SRE,CI/CD Assistant,Incident Agent,1,6974,2847,9821,0.09821,4930,timeout,prod
2026-06-01T05:02:27.248542,Vertex AI,Gemini-on-Vertex,b7535508-2aab-438e-86cd-03d3ca7630b6,user-35,aiopsvista,Customer Support,Root Cause Analysis,Support Agent,1,3731,1639,5370,0.0537,3473,success,prod
2026-06-15T00:33:27.248558,GitHub Copilot,Copilot-Chat,6b428001-64ad-4eb6-93eb-f208dea9e168,user-6,developer-portal,Data Engineering,Code Review,Incident Agent,1,1957,1539,3496,0.03496,2714,success,prod
2026-06-14T02:42:27.248574,Gemini,Gemini-2.5-Flash,6b6ce388-7fe1-437f-a28b-21202f2d8d83,user-2,security-copilot,Platform,Code Review,Platform Agent,1,5422,1230,6652,0.06652,3074,success,prod
2026-06-03T04:50:27.248590,OpenAI,GPT-4.1,be2ea36f-6d87-4d0e-961c-6d83498714c4,user-37,rag-platform,Data Engineering,Customer Support,Code Assistant,1,5108,1481,6589,0.06589,2675,success,prod
2026-06-02T12:52:27.248605,OpenAI,GPT-4o,369c6db4-ec96-4ccb-b1b6-5adebec205fa,user-2,support-assistant,SRE,CI/CD Assistant,Security Agent,1,7163,394,7557,0.07557,1066,success,prod
2026-06-04T22:38:27.248620,Gemini,Gemini-2.5-Flash,028b59ab-07af-4b91-a2f5-a9615a9f0df2,user-21,support-assistant,Data Engineering,Incident Analysis,Code Assistant,1,7454,1902,9356,0.09356,1589,success,prod
2026-06-15T03:50:27.248636,Anthropic,Claude-4-Sonnet,e986254e-de00-4a2f-b67e-490e413a83b3,user-30,support-assistant,SRE,CI/CD Assistant,FinOps Agent,1,4488,639,5127,0.05127,3677,success,stage
2026-06-13T05:31:27.248651,Gemini,Gemini-2.5-Pro,3a422aa0-2c37-4b37-b1b0-389cfd137e22,user-4,support-assistant,Product Engineering,Code Review,Code Assistant,1,2832,2410,5242,0.05242,4888,success,prod
2026-06-26T03:46:27.248666,Anthropic,Claude-4-Sonnet,bab2b17d-669e-482c-b057-2a9098c84662,user-15,rag-platform,Security,Documentation,Incident Agent,1,6686,1595,8281,0.08281,3064,success,prod
2026-06-30T00:52:27.248681,GitHub Copilot,Copilot-Chat,8d848519-b4db-473d-9b76-aacf2ee9de25,user-27,incident-platform,Customer Support,Customer Support,Platform Agent,1,2459,3164,5623,0.05623,652,success,stage
2026-06-28T21:26:27.248697,Anthropic,Claude-4-Sonnet,21092443-8775-4170-8a65-9a305a761bde,user-25,developer-portal,Product Engineering,Knowledge Search,Incident Agent,1,6874,1745,8619,0.08619,2874,success,stage
2026-06-26T23:39:27.248713,GitHub Copilot,Copilot-Chat,cf0fa243-c866-4896-91de-7dda7c7b9c21,user-11,support-assistant,Security,Incident Analysis,Incident Agent,1,1806,3759,5565,0.05565,4612,success,stage
2026-06-20T08:41:27.248729,Anthropic,Claude-4-Sonnet,cdf005d5-3a76-430e-82f3-0bd0a8a82802,user-30,rag-platform,Product Engineering,Incident Analysis,Incident Agent,1,3435,3826,7261,0.07261,2829,error,stage
2026-06-23T23:55:27.248745,GitHub Copilot,Copilot-Chat,a2817aec-3d6d-4ee5-b2ee-8fd773199e0c,user-11,rag-platform,Platform,Incident Analysis,Security Agent,1,1178,381,1559,0.01559,4323,success,prod
2026-06-21T17:39:27.248761,Gemini,Gemini-2.5-Pro,f3621e7b-7043-458c-b726-23d35e84d18f,user-25,security-copilot,Product Engineering,Code Review,Support Agent,1,3770,611,4381,0.04381,3622,success,prod
2026-06-06T08:41:27.248784,Anthropic,Claude-4-Sonnet,39952cef-52a3-4f1e-967b-d97974dc7718,user-48,aiopsvista,Data Engineering,Incident Analysis,Platform Agent,1,2712,2997,5709,0.05709,1184,success,prod
2026-06-03T19:06:27.248810,OpenAI,GPT-4o,e616816d-3841-4e48-9683-8ee6942700f8,user-3,rag-platform,SRE,CI/CD Assistant,Platform Agent,1,4772,890,5662,0.05662,3190,success,prod
2026-06-14T16:35:27.248826,OpenAI,GPT-4.1,9d9b0cbb-786c-41cb-9303-97917e3946a4,user-25,incident-platform,Security,Documentation,Code Assistant,1,3611,3719,7330,0.0733,237,success,prod
2026-06-06T07:14:27.248916,Vertex AI,Gemini-on-Vertex,2b5f504c-a7b0-41cf-b2a0-861309bfd6a9,user-21,incident-platform,SRE,Root Cause Analysis,FinOps Agent,1,2054,629,2683,0.02683,4877,success,prod
2026-06-11T13:01:27.248958,Anthropic,Claude-4-Sonnet,604c3efc-6b43-47d7-8e32-09ea4fea8c89,user-49,rag-platform,Product Engineering,Root Cause Analysis,Platform Agent,1,3090,2979,6069,0.06069,2768,success,prod
2026-06-24T16:38:27.248978,Anthropic,Claude-4-Sonnet,218b3feb-1abd-450e-8f01-792d124adb83,user-44,support-assistant,Product Engineering,Root Cause Analysis,Support Agent,1,4199,3036,7235,0.07235,2897,success,prod
2026-06-29T08:53:27.248995,Anthropic,Claude-4-Sonnet,4eef1294-8dd5-496c-a445-1071222c4548,user-41,support-assistant,Security,Documentation,Support Agent,1,1185,1037,2222,0.02222,4584,success,prod
2026-06-26T17:20:27.249012,Anthropic,Claude-4-Sonnet,6622c54f-703d-4d5c-b260-867715970e35,user-44,rag-platform,Product Engineering,Documentation,Code Assistant,1,3545,1175,4720,0.0472,4432,success,prod
2026-06-04T01:00:27.249029,Anthropic,Claude-4-Sonnet,570f1ee5-5b10-41dc-9f1f-e33835c8f871,user-50,developer-portal,SRE,Knowledge Search,Security Agent,1,1088,3864,4952,0.04952,2641,success,dev
2026-06-19T07:41:27.249045,Anthropic,Claude-4-Sonnet,b23959e6-7228-4f43-ae8a-49b99e0ea72f,user-48,incident-platform,Platform,Customer Support,Code Assistant,1,7878,1095,8973,0.08973,2510,success,prod
2026-06-21T10:17:27.249061,Vertex AI,Gemini-on-Vertex,624e3fee-0258-41ff-9252-97f02e4b1f13,user-20,aiopsvista,Customer Support,Knowledge Search,Security Agent,1,6685,1056,7741,0.07741,4928,success,prod
2026-06-14T05:41:27.249077,GitHub Copilot,Copilot-Chat,a94b5e46-1a4a-4abe-b9d3-449b0e11935a,user-33,support-assistant,Customer Support,Documentation,Incident Agent,1,4661,1885,6546,0.06546,1122,success,dev
2026-06-13T19:05:27.249094,GitHub Copilot,Copilot-Chat,ba2ad3b9-ff58-47db-9a84-f66f8cf094c5,user-50,incident-platform,Security,CI/CD Assistant,Support Agent,1,3717,2278,5995,0.05995,1154,success,stage
2026-06-12T03:05:27.249109,OpenAI,GPT-4o,03d924a5-1675-4986-bd1d-7602f8fa0e2a,user-12,support-assistant,Customer Support,Documentation,Incident Agent,1,5841,240,6081,0.06081,722,success,stage
2026-06-19T03:24:27.249141,GitHub Copilot,Copilot-Chat,479604ec-1fce-4310-90a5-f37cf279ae5c,user-31,support-assistant,Data Engineering,Root Cause Analysis,Support Agent,1,1392,1727,3119,0.03119,1373,success,prod
2026-06-22T02:48:27.249160,Gemini,Gemini-2.5-Pro,0745cf6e-38bb-450e-aa4b-849208d73ca8,user-5,aiopsvista,Data Engineering,Customer Support,Code Assistant,1,2187,3067,5254,0.05254,2562,success,dev
2026-05-31T23:25:27.249176,OpenAI,GPT-4o,76f9715e-9242-46dc-ad90-e3a5a48d4d8e,user-31,support-assistant,Product Engineering,Knowledge Search,Platform Agent,1,164,940,1104,0.01104,1443,success,stage
2026-06-02T05:34:27.249193,GitHub Copilot,Copilot-Chat,136fc319-7513-4efa-a27a-daff0b45dbe9,user-21,aiopsvista,Security,Root Cause Analysis,Code Assistant,1,2382,2355,4737,0.04737,4122,success,prod
2026-06-05T02:39:27.249209,Gemini,Gemini-2.5-Pro,286d61d3-b188-4a3c-ad4e-e6fc6720be1f,user-41,rag-platform,Security,Incident Analysis,FinOps Agent,1,6936,1466,8402,0.08402,1965,success,prod
2026-06-02T09:56:27.249295,Gemini,Gemini-2.5-Flash,71e36bc1-b79f-4d59-95f7-5d6172cf8e8c,user-12,incident-platform,Product Engineering,Incident Analysis,Code Assistant,1,1411,933,2344,0.02344,375,success,stage
2026-06-29T05:29:27.249328,GitHub Copilot,Copilot-Chat,ed3dbb7a-1275-4a4f-adf0-765c9d3d49b6,user-35,support-assistant,Data Engineering,Root Cause Analysis,Support Agent,1,3547,1230,4777,0.04777,3076,success,prod
2026-06-21T11:35:27.249347,GitHub Copilot,Copilot-Chat,0d36065b-0e8e-4a23-88dd-e88b0ed9a360,user-2,aiopsvista,Platform,CI/CD Assistant,FinOps Agent,1,3065,2631,5696,0.05696,4638,success,prod
2026-06-21T03:04:27.249365,Anthropic,Claude-4-Sonnet,388be793-a17e-4f9e-a38c-8a8d276eb8a5,user-1,support-assistant,Product Engineering,Code Review,FinOps Agent,1,5620,3878,9498,0.09498,4949,success,prod
2026-06-23T07:12:27.249381,Anthropic,Claude-4-Sonnet,fc79b3fc-f772-4e8b-a5d2-670f17f88c2c,user-5,developer-portal,Platform,Customer Support,FinOps Agent,1,6819,2133,8952,0.08952,3467,success,prod
2026-06-26T18:49:27.249398,Anthropic,Claude-4-Sonnet,41246b5e-95e5-4509-b730-d506a49334a4,user-43,support-assistant,Platform,Code Review,Platform Agent,1,7069,3551,10620,0.1062,1892,success,stage
2026-06-16T00:03:27.249414,OpenAI,GPT-4o,0948e8e0-67e2-4c10-b893-24469aae7f7f,user-14,security-copilot,Platform,Root Cause Analysis,Platform Agent,1,7061,3870,10931,0.10931,4418,error,stage
2026-06-24T17:48:27.249429,Anthropic,Claude-4-Sonnet,1f6643a7-03b5-45eb-a5f0-6ed8f23a5503,user-19,support-assistant,Data Engineering,Code Review,Platform Agent,1,3481,3309,6790,0.0679,406,success,prod
2026-06-21T16:41:27.249446,Anthropic,Claude-4-Sonnet,cb8f00fa-8b61-4d46-8be7-44aad47d11ae,user-31,developer-portal,Product Engineering,CI/CD Assistant,Code Assistant,1,3287,2534,5821,0.05821,489,success,prod
2026-06-12T10:24:27.249461,OpenAI,GPT-4.1,183c916a-2745-4ae7-ab88-d0b3c8309659,user-49,developer-portal,Platform,CI/CD Assistant,Platform Agent,1,3666,2441,6107,0.06107,241,success,prod
2026-06-19T23:29:27.249495,Vertex AI,Gemini-on-Vertex,d895ba5b-5aba-4a09-b1e3-d07772b7e8d7,user-23,incident-platform,Product Engineering,Customer Support,Security Agent,1,1824,3373,5197,0.05197,1154,success,dev
2026-06-11T02:19:27.249513,OpenAI,GPT-4o,82dbbc21-2f3d-4994-861e-3106d9bc6a6b,user-35,aiopsvista,Customer Support,Incident Analysis,Security Agent,1,177,2209,2386,0.02386,1257,success,prod
2026-06-17T10:59:27.249529,OpenAI,GPT-4.1,ed884ff9-5f6e-4c05-b32e-55a7a23d61ec,user-29,incident-platform,Platform,Documentation,Code Assistant,1,7956,1293,9249,0.09249,4078,success,stage
2026-05-31T01:05:27.249545,GitHub Copilot,Copilot-Chat,9000c903-1175-4c59-9813-323555eeae61,user-5,developer-portal,Platform,Code Review,FinOps Agent,1,2427,3014,5441,0.05441,3328,success,stage
2026-06-21T02:40:27.249560,GitHub Copilot,Copilot-Chat,9722601b-4633-4f5a-90c9-8bab2a40db82,user-28,security-copilot,SRE,Knowledge Search,FinOps Agent,1,6221,1716,7937,0.07937,3672,rate_limited,prod
2026-06-14T15:53:27.249576,Anthropic,Claude-4-Sonnet,b5ad0c8d-19c3-4684-959b-d6ae1c528453,user-12,incident-platform,Data Engineering,Root Cause Analysis,Platform Agent,1,2607,558,3165,0.03165,4848,success,stage
2026-06-14T13:06:27.249591,Anthropic,Claude-4-Sonnet,6db3742f-3224-4f13-bd6d-5884b456c542,user-18,rag-platform,Security,Incident Analysis,Incident Agent,1,552,1741,2293,0.02293,4504,success,prod
2026-06-20T07:06:27.249607,Vertex AI,Gemini-on-Vertex,69773afd-220b-43ac-92c0-57aa870b279c,user-38,incident-platform,Product Engineering,Knowledge Search,Incident Agent,1,1377,1568,2945,0.02945,322,success,prod
2026-06-07T10:38:27.249622,Gemini,Gemini-2.5-Pro,b14381b8-f4f6-4b8b-b3d0-646248f04a72,user-7,rag-platform,Product Engineering,Knowledge Search,Support Agent,1,5915,1085,7000,0.07,1183,success,prod
2026-06-05T23:42:27.249638,Gemini,Gemini-2.5-Pro,8d8ffa7d-05be-420a-a642-18a2b697abdf,user-34,rag-platform,Platform,Incident Analysis,Platform Agent,1,4657,1526,6183,0.06183,4874,success,prod
2026-06-22T17:53:27.249654,OpenAI,GPT-4.1,6fe1d1c8-5d28-4335-85ab-9ff54d29227e,user-24,support-assistant,Data Engineering,Code Review,Code Assistant,1,6315,1974,8289,0.08289,3787,success,stage
2026-06-13T00:10:27.249670,OpenAI,GPT-4o,269facc9-aeb7-4f6c-ad24-70b30fd13196,user-11,aiopsvista,Product Engineering,Knowledge Search,FinOps Agent,1,5732,3248,8980,0.0898,2653,success,dev
2026-05-31T09:28:27.249685,Gemini,Gemini-2.5-Flash,30a57294-5ffc-48ca-9d06-fe3390939ce1,user-11,developer-portal,SRE,Knowledge Search,Incident Agent,1,7014,442,7456,0.07456,2168,success,stage
2026-06-27T17:10:27.249701,Vertex AI,Gemini-on-Vertex,3d8cba28-e547-44fe-baa1-5807416dbc1a,user-11,developer-portal,Data Engineering,Customer Support,Code Assistant,1,3724,2073,5797,0.05797,1072,error,prod
2026-06-05T13:33:27.249717,Anthropic,Claude-4-Sonnet,6005b0e7-44b7-4e75-8893-4bade6c02ec8,user-40,support-assistant,Platform,Documentation,Code Assistant,1,1747,1943,3690,0.0369,2867,success,prod
2026-06-12T04:21:27.249733,GitHub Copilot,Copilot-Chat,f9ba56db-5964-4934-a712-2ed9ad228541,user-14,security-copilot,Data Engineering,CI/CD Assistant,Incident Agent,1,1037,476,1513,0.01513,2551,success,prod
2026-06-08T02:02:27.249749,Anthropic,Claude-4-Sonnet,cb79fd82-8730-41d6-9c53-016674cac7b6,user-39,aiopsvista,Platform,Code Review,Code Assistant,1,791,2749,3540,0.0354,3558,success,prod
2026-06-13T17:00:27.249764,OpenAI,GPT-4o,7f562398-8b9c-4b0b-99d6-3bdc4d7a49d5,user-47,developer-portal,Platform,Code Review,Support Agent,1,7719,3590,11309,0.11309,4026,success,stage
2026-06-24T04:00:27.249781,GitHub Copilot,Copilot-Chat,4ff16178-82ba-4d75-a2e7-3fc255673662,user-5,rag-platform,Data Engineering,Incident Analysis,Code Assistant,1,7284,982,8266,0.08266,4318,success,prod
2026-06-05T23:36:27.249796,Gemini,Gemini-2.5-Pro,765a2279-12a4-42d1-80b9-c07627fe7a1a,user-40,aiopsvista,Product Engineering,CI/CD Assistant,Incident Agent,1,2800,3374,6174,0.06174,3190,success,stage
2026-06-05T02:19:27.249823,GitHub Copilot,Copilot-Chat,074316ac-5dce-439d-9736-09b1dac4f5d7,user-40,developer-portal,Security,CI/CD Assistant,Incident Agent,1,7098,1730,8828,0.08828,837,success,stage
2026-06-06T22:10:27.249845,Vertex AI,Gemini-on-Vertex,6eef4449-95c0-4707-a746-d00396c3ddf7,user-27,rag-platform,SRE,Incident Analysis,Security Agent,1,1486,1472,2958,0.02958,4003,success,prod
2026-06-13T18:54:27.249862,Anthropic,Claude-4-Sonnet,9acab788-6630-4bd5-b994-d5660b53986a,user-47,security-copilot,Data Engineering,Documentation,Platform Agent,1,355,2641,2996,0.02996,3237,success,stage
2026-06-25T00:54:27.249879,GitHub Copilot,Copilot-Chat,ccd697ed-2d5e-482d-85e2-18cfadb81002,user-17,rag-platform,Data Engineering,Incident Analysis,FinOps Agent,1,1194,64,1258,0.01258,235,success,dev
2026-06-18T21:59:27.249895,OpenAI,GPT-4o,cdecd8de-4c42-4ba8-83ca-23ce479571a2,user-40,security-copilot,SRE,CI/CD Assistant,Security Agent,1,1120,2505,3625,0.03625,998,success,dev
2026-06-17T18:17:27.249911,OpenAI,GPT-4o,052b9c39-fc5c-4eed-95ae-d2020a12b51c,user-20,aiopsvista,Security,Root Cause Analysis,Security Agent,1,2212,3335,5547,0.05547,2438,error,prod
2026-06-22T22:43:27.249927,GitHub Copilot,Copilot-Chat,37b2cca4-90c3-4daa-a9a3-450db5ffce1f,user-38,rag-platform,Security,Knowledge Search,Code Assistant,1,6960,2492,9452,0.09452,3539,success,prod
2026-06-13T09:48:27.249974,Gemini,Gemini-2.5-Flash,36adf833-fc36-44ca-abd4-1b6f3e7f1dc4,user-49,aiopsvista,Security,Documentation,Code Assistant,1,3424,2704,6128,0.06128,4824,success,prod
2026-06-12T20:47:27.249997,Vertex AI,Gemini-on-Vertex,eda20398-a51f-43d4-8976-0542f238237f,user-46,support-assistant,Security,Root Cause Analysis,Security Agent,1,4183,67,4250,0.0425,4975,success,prod
2026-06-02T11:51:27.250016,Gemini,Gemini-2.5-Flash,c657169b-8f60-4b87-8503-dd5123e9d29e,user-26,support-assistant,Product Engineering,CI/CD Assistant,Support Agent,1,4325,2718,7043,0.07043,3050,success,dev
2026-06-15T14:49:27.250034,GitHub Copilot,Copilot-Chat,a1773ff5-fd4b-4185-ab4e-8ee1185040de,user-44,security-copilot,Security,Root Cause Analysis,Support Agent,1,3133,1976,5109,0.05109,3794,success,dev
2026-06-11T16:45:27.250051,GitHub Copilot,Copilot-Chat,3d207fe0-2230-4be2-8218-0b9292edeb28,user-31,aiopsvista,Data Engineering,Knowledge Search,Incident Agent,1,658,2434,3092,0.03092,3536,success,stage
2026-06-09T00:25:27.250147,Vertex AI,Gemini-on-Vertex,6de25b6c-e412-486d-9159-d21548b9face,user-16,aiopsvista,SRE,Incident Analysis,Code Assistant,1,7690,3649,11339,0.11339,1920,success,prod
2026-06-25T07:49:27.250180,Gemini,Gemini-2.5-Pro,44dceaf8-2ea2-414c-921c-8070b5760b0f,user-37,developer-portal,Platform,Knowledge Search,Platform Agent,1,1426,2840,4266,0.04266,1264,success,prod
2026-06-15T11:29:27.250200,Gemini,Gemini-2.5-Flash,fad69093-8b75-45f6-90e6-508e2720b729,user-27,rag-platform,Security,Customer Support,Code Assistant,1,7530,500,8030,0.0803,4900,success,dev
2026-06-15T10:15:27.250229,OpenAI,GPT-4.1,f4d12bc5-0b25-40ef-bb79-5137d1e752ce,user-46,security-copilot,Customer Support,Incident Analysis,Security Agent,1,3327,3984,7311,0.07311,1821,success,prod
2026-06-21T17:24:27.250266,OpenAI,GPT-4.1,af209525-75e4-4f40-aab4-8200685a7e33,user-23,rag-platform,Data Engineering,Customer Support,Code Assistant,1,5960,1241,7201,0.07201,1693,success,prod
2026-06-17T19:20:27.250286,OpenAI,GPT-4o,be026db7-ccd5-424d-9a2a-fbab580efcbf,user-7,security-copilot,Security,Documentation,Code Assistant,1,7578,2622,10200,0.102,3289,success,dev
2026-06-26T18:05:27.250303,OpenAI,GPT-4.1,28afba2c-b8f1-497d-818f-99b49cda1db2,user-4,incident-platform,Platform,Documentation,Code Assistant,1,7361,2473,9834,0.09834,1728,success,prod
2026-06-15T04:24:27.250319,Anthropic,Claude-4-Sonnet,692f5e7f-7573-4674-bd0b-a4fccf868dfe,user-13,developer-portal,Security,Code Review,Incident Agent,1,4864,281,5145,0.05145,2543,success,prod
2026-06-07T11:24:27.250336,GitHub Copilot,Copilot-Chat,e9a0686e-1dd0-4b4e-a56a-ab54ea459252,user-25,incident-platform,Security,CI/CD Assistant,Incident Agent,1,6422,143,6565,0.06565,3736,success,dev
2026-06-09T21:08:27.250352,Vertex AI,Gemini-on-Vertex,2989249b-22ec-4a4b-a738-765190c38199,user-5,rag-platform,SRE,Root Cause Analysis,Platform Agent,1,4590,3853,8443,0.08443,2027,success,prod
2026-06-10T18:59:27.250369,Vertex AI,Gemini-on-Vertex,b568ec7f-226d-46f7-9242-2986d1fe87cb,user-33,security-copilot,Data Engineering,Documentation,Code Assistant,1,6374,2974,9348,0.09348,2638,success,prod
2026-06-13T18:02:27.250385,Gemini,Gemini-2.5-Pro,6ff5c689-1186-4871-84b6-364e7e8eec1f,user-45,rag-platform,SRE,Incident Analysis,Code Assistant,1,618,2419,3037,0.03037,3296,success,prod
2026-06-11T21:13:27.250401,OpenAI,GPT-4o,ad0b4b3d-3985-4ea6-ab1e-2d6dcfdfd998,user-43,developer-portal,Platform,CI/CD Assistant,FinOps Agent,1,322,417,739,0.00739,4749,success,prod
2026-06-16T19:28:27.250417,Vertex AI,Gemini-on-Vertex,a612b847-0823-47e5-bbb9-50c78e53b03d,user-18,support-assistant,SRE,Incident Analysis,Code Assistant,1,4164,2365,6529,0.06529,2576,success,stage
2026-06-02T14:21:27.250432,GitHub Copilot,Copilot-Chat,a8a9cad4-66fd-42d5-8192-ec40c935f03e,user-9,aiopsvista,Data Engineering,CI/CD Assistant,Incident Agent,1,4930,959,5889,0.05889,3730,success,prod
2026-05-30T18:49:27.250449,Vertex AI,Gemini-on-Vertex,f1481531-bed3-47fd-b5d6-f0beb6cbe12d,user-35,aiopsvista,Platform,Root Cause Analysis,FinOps Agent,1,7128,109,7237,0.07237,822,success,prod
2026-06-05T21:54:27.250490,Anthropic,Claude-4-Sonnet,750d2254-39ab-422d-89bd-41ba7815aa1b,user-7,aiopsvista,Data Engineering,Code Review,FinOps Agent,1,5743,2461,8204,0.08204,3443,success,prod
2026-06-21T11:09:27.250523,OpenAI,GPT-4o,09ff8c94-14c0-478d-82ff-e7fdb7798c1a,user-22,support-assistant,Customer Support,Code Review,Security Agent,1,2919,1843,4762,0.04762,4389,success,prod
2026-06-01T16:04:27.250542,Gemini,Gemini-2.5-Flash,c038b4b4-a3ab-419a-bd95-0b5af9b3f8c4,user-45,developer-portal,SRE,Documentation,FinOps Agent,1,7891,2778,10669,0.10669,4068,error,stage
2026-06-23T18:59:27.250566,Vertex AI,Gemini-on-Vertex,f626d15f-8702-48a8-b423-193721352142,user-13,aiopsvista,SRE,Knowledge Search,FinOps Agent,1,1408,2629,4037,0.04037,2356,success,dev
2026-06-03T11:12:27.250595,Gemini,Gemini-2.5-Flash,ca59dc03-e95f-4846-8207-8bf0dfc55ac8,user-41,aiopsvista,Platform,Knowledge Search,Code Assistant,1,4857,373,5230,0.0523,4587,success,prod
2026-06-04T08:48:27.250613,Gemini,Gemini-2.5-Pro,f9eb59e1-d472-4f37-9536-c6d8599847f3,user-12,support-assistant,Data Engineering,Incident Analysis,Platform Agent,1,6784,2906,9690,0.0969,1853,success,dev
2026-06-19T15:45:27.250630,Gemini,Gemini-2.5-Pro,ef7b07d6-cc75-4f64-9f1e-c999b325a51c,user-12,support-assistant,Platform,Code Review,Platform Agent,1,1107,3668,4775,0.04775,4628,success,prod
2026-05-30T16:41:27.250647,OpenAI,GPT-4o,692bbbda-a3a2-4dfa-aef8-78fd842e2d3e,user-8,aiopsvista,Platform,CI/CD Assistant,Incident Agent,1,2568,1306,3874,0.03874,3083,success,prod
2026-06-22T18:30:27.250663,GitHub Copilot,Copilot-Chat,d43e59ce-4eee-414e-a530-a778a07208a2,user-1,security-copilot,Customer Support,Code Review,Code Assistant,1,2533,3314,5847,0.05847,4337,error,prod
2026-06-11T17:27:27.250680,Gemini,Gemini-2.5-Flash,c4f219b5-5810-4275-be4e-ec553e85bd02,user-49,incident-platform,Security,Code Review,Security Agent,1,756,1559,2315,0.02315,2182,success,prod
2026-06-24T11:05:27.250696,OpenAI,GPT-4o,123b63fb-0684-4af6-ab5f-07ee68aef16a,user-13,support-assistant,Platform,Code Review,Platform Agent,1,1546,1624,3170,0.0317,971,success,prod
2026-06-05T13:17:27.250712,OpenAI,GPT-4.1,237ebbf5-9327-481d-a056-a48c4d351e47,user-11,incident-platform,Security,Customer Support,Platform Agent,1,7766,1975,9741,0.09741,1539,success,prod
2026-06-17T19:07:27.250728,Anthropic,Claude-4-Sonnet,75f910b2-ff3d-4a95-82a3-2f9c2e6dff44,user-33,developer-portal,Product Engineering,Documentation,Incident Agent,1,538,2780,3318,0.03318,1032,success,prod
